datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
2008-01-27 18:53:00,cheshire (uk/england),,gb,changing,20,20 seconds(approx),Cheshire UK England.20 seconds(approx) two slowly moving star-like objects moving together then apart before disappearing,2/14/2008,53.166667,-2.583333
2008-01-27 19:30:00,manchester (uk/england),,gb,changing,18000,5 hours,three bright lights different colours&#44 changing shapes.,3/19/2009,53.5,-2.2166669999999997
2008-12-07 19:45:00,runcorn (uk/england),,gb,fireball,90,1 minute 30 seconds,5 burning slow moving objects phtographed in england,1/10/2009,53.333333,-2.75
2011-01-27 19:30:00,hunstanton (uk/england),,gb,light,900,15m,lights over ringstead&#44norfolk&#44uk,1/31/2011,52.95,0.5
1987-01-28 04:16:00,dunstable (uk/england),,gb,oval,14400,4 hours,Oval shaped craft dive bombed me&#33,4/27/2004,51.883333,-0.516667
1996-01-28 21:00:00,peterborough (uk/england),,gb,cross,300,3-5 minutes,glowing triangles in East Anglia U.K.,10/12/2001,52.583333,-0.25
2003-01-28 14:08:00,london (uk/england),,gb,disk,180,3 mins,strange disk shapes in opening of clouds,3/4/2003,51.514125,-0.093689
2005-12-08 00:30:00,blackpool (uk/england),,gb,disk,420,about 7 mins,=Ufo over train station/ makes a powercut/lasts 7 mins/makes air raid siren noise/ turns into water=,2/24/2007,53.816667,-3.05
2005-12-08 03:00:00,birmingham (uk/england),,gb,changing,3600,over 1 hour,More strange lights and even smells over cannock chase.,12/16/2005,52.466667,-1.916667
2007-01-28 18:30:00,kilsyth (uk/england),,gb,light,300,5 minutes,20 lights changing colours above Kilsyth in the United Kingdom  500 Lights On Object0: Yes,2/24/2007,55.966667,-4.05
2009-12-08 19:00:00,great yarmouth (uk/england),,gb,light,180,3 mins,Bright orange light travelling faster than usual with no sound at all&#33,12/12/2009,52.633333,1.75
2005-12-09 15:30:00,london (uk/england),,gb,other,30,30 seconds,Violet&#44 hexagon shaped&#44 just flew over,7/16/2006,51.514125,-0.093689
2007-12-09 05:50:00,london (uk/england),,gb,light,10,10 seconds,Silver light ober Croydon UK. Much to bright and fast to be a plane.,3/4/2008,51.514125,-0.093689
2007-01-29 10:08:00,edinburgh (uk/scotland),,gb,cylinder,60,1 min,silver&#44 cylinder&#44 no fumes&#44 wings&#44 tail or windows and vanished completely in clear blue skies,2/1/2007,55.833333,-3.083333
2010-12-09 19:10:00,reading (uk/england),,gb,light,240,4 minutes,4 low orange lights moving in a line,1/5/2011,51.433333,-1.0
2013-12-09 20:30:00,london (uk/england),,gb,fireball,180,3 minutes,Yellow/orange roundish fireball&#44 faded off into the distance.,12/12/2013,51.514125,-0.093689
2007-01-30 23:30:00,london (uk/england),,gb,sphere,1200,20 minutes,Slow moving bright sphere&#44 5x as large as star&#44 10x brighter. Intense white&#44 blue and red.  ((NUFORC Note:  Sirius sighting.  PD)),2/1/2007,51.514125,-0.093689
2008-01-30 20:35:00,cumbernauld (uk/scotland),,gb,sphere,5,5 secs,Green light flying from right to left stops then shoots upward and away,2/14/2008,55.95,-3.983333
2001-01-03 00:00:00,birmingham (uk/england),,gb,unknown,120,2 minutes,Fluttering amorphous shape in night sky&#44 transparent or camoflaged against stars and not moving,3/29/2004,52.466667,-1.916667
2001-01-03 18:20:00,cambridge (uk/england),,gb,other,40,30 to 40 sec,grey boomerang almost tye same colour as the sky,3/6/2001,51.733333,-2.3666669999999996
2001-01-03 22:00:00,burnley (uk/england),,gb,triangle,900,15.min,25 v shaped objects flying in formation at low altitude&#44then climbed quickly to high altitude&#44 were stationary then disappeared,4/28/2001,53.8,-2.233333
2003-01-03 21:00:00,edinburgh (uk/england),,gb,light,600,10 minutes,flashing brightly,3/4/2003,55.833333,-3.083333
2006-01-03 07:30:00,brighton (uk/england),,gb,oval,120,2 minutes,Black oval with 3 flashing lights and 20 white lines.,2/14/2006,50.833333,-0.15
2006-01-03 08:00:00,maidstone (uk/england),,gb,fireball,180,3mins,3 purple/grey firball object&#44 2 chasing 1&#44observed 8.00 clear morning over penenden heath&#44maidstone&#44kent&#44uk,2/14/2006,51.266667,0.516667
2006-01-03 11:30:00,rainham (uk/england),,gb,disk,40,40 secs,disk shaped craft with intense bright white lights travelling northwest.,2/14/2006,51.35,0.6
2007-01-03 21:00:00,norton (uk/england),,gb,sphere,20,20 sec,want to know of other sightings tonight,2/1/2007,52.3,-3.016667
2009-01-03 20:30:00,gosberton (uk/england),,gb,circle,5,approx 5 seconds,Bright circular light travelling at high speed in Lincolnshire,1/10/2009,52.85,-0.15
2010-01-03 19:30:00,whitchurch (uk/england),,gb,fireball,60,1 minute,3 bright orange balls moving across the sky.,2/14/2010,51.994167,-4.696111
2011-01-03 00:35:00,boston (uk/england),,gb,light,40,40 seconds,Boston College UFO,1/31/2011,52.983333,-0.016666999999999998
2011-01-04 00:00:00,conwy (uk/wales),,gb,sphere,600,10 minute time span,Hy&#44 I will check the date as I did report it to a local spotter after some research on web&#44 I wouldnt have bothered but with you asking,1/5/2011,53.283333,-3.833333
2003-01-04 22:00:00,northampton (uk/england),,gb,circle,2,2 seconds,very strange&#33 looked out window&#44 saw vey fast object totaly silent go across the sky. same night as eathquake in England.,6/18/2003,52.25,-0.883333
2005-01-04 20:05:00,kidderminster (uk/england),,gb,light,360,06 minutes,2 orange lights making sudden manouvres in the sky&#44 seperating and rejoining.,1/11/2005,52.383333,-2.25
2006-01-04 01:26:00,york (uk/england),,gb,triangle,3,3 secs,Craft was very fast and slim&#44 with coloured lights,2/14/2006,53.954115,-1.064262
2014-01-04 18:20:00,coventry (uk/england),,gb,oval,600,10 minutes,Amazing.,4/4/2014,52.416667,-1.55
1976-01-05 21:00:00,folkestone (uk/england),,gb,disk,3600,1 hour?,Saucer shaped object&#44 flying slowly and silently&#44 with coloured lights moved towards the bright light. I signalled to it&#44,5/11/2005,51.083333,1.183333
1995-01-06 17:00:00,london (uk/england),,gb,fireball,40,40 secs,GREEN BALL OF LIGHT APPROX 17.00 JANUARY 1995,2/18/2001,51.514125,-0.093689
1996-01-06 04:30:00,nottingham (uk/england),,gb,diamond,120,2 minutes,bright glowing object left tracer mark as it sped off,2/14/2010,52.966667,-1.166667
2007-01-06 22:40:00,halesowen (uk/england),,gb,circle,300,5mins,6 orange disc like objects came out of the East,6/12/2007,52.45,-2.05
2008-01-06 02:00:00,whitburn (uk/england),,gb,sphere,300,5 minutes,90 oval discs over small UK coastal town,6/9/2009,55.866667,-3.683333
2009-01-06 22:00:00,reading (berkshire) (uk/england),,gb,oval,1500,25 mins,White bright light seen performing incredible movements over a small village in Reading&#44 Berkshire&#44 UK,1/10/2009,51.433333,-1.0
2010-01-06 07:18:00,bradford (uk/england),,gb,light,2400,40 minutes,Bright lights and Blue Lightning North East of Bradford,2/14/2010,51.0,-3.183333
1982-01-07 13:00:00,london (uk/england),,gb,sphere,900,15mins,SPHERICAL UFO sighted 20 METERS away IN BROAD DAYLIGHT for 15 min,7/16/2003,51.514125,-0.093689
2003-01-07 06:45:00,bangor (uk/wales) (north wales),,gb,light,900,15 mins,Two very very bright lights white/blue in colour which were going around each other and then disapeared,3/21/2003,53.0,-2.916667
2006-01-07 06:40:00,lyme regis (uk/england),tn,gb,triangle,600,20-30,an amazing crafts with very bright lights and high speed,2/14/2006,50.733333,-2.933333
2006-01-07 19:30:00,warminster (4 miles from) (uk/england),,gb,sphere,60,60 seconds,A bright ball of light moving towards us faded from sight. Object seen by 6 people and captured on video,8/7/2007,51.203611,-2.1808330000000002
2007-01-07 18:10:00,lincoln (uk/england),,gb,other,30,30 seconds,a medium size light in the sky with smaller lights around it,2/1/2007,53.233333,-0.533333
2013-01-07 18:00:00,swansea (uk/wales),,gb,flash,10,10 seconds,Green pulsating lights over loughor&#44 setting off house and car alarms.,2/4/2013,51.633333,-3.9666669999999997
1978-01-08 22:00:00,cardiff (uk/wales),,gb,triangle,1200,20 mins,light in the sky splits into 3&#44 one of which is observed to be a huge triangle,8/28/2003,51.5,-3.2
1997-01-09 00:00:00,manchester (uk/england),,gb,triangle,60,one min,rotating triangle of light,7/5/2008,53.5,-2.2166669999999997
2004-01-08 15:05:00,london (uk/england),,gb,light,1200,20 mins,it is horrifying,10/27/2004,51.514125,-0.093689
2012-01-08 20:30:00,caterham (uk/england),,gb,other,9,9 seconds,Witness sees blue light pass across the nighttime sky quickly.,3/13/2012,51.266667,-0.083333
2000-01-09 15:30:00,worcester (midlands) (uk/england),,gb,light,120,2mins,We had just turned off a slip road to get on to the motorway&#44 as I was heading back to University&#44 when I saw a light in the sky which,4/26/2000,52.166667,-2.166667
2001-01-09 22:45:00,stafford (uk/england),,gb,circle,60,60 seconds,CIRCULAR GREEN LIGHT OVER HOUSING ESTATE.,2/18/2001,52.833333,-2.0
2005-01-09 17:30:00,oldbury (uk/england),,gb,triangle,180,3 minutes,Transparent Triangular object with no lights&#44 but having circles at each corner.,2/14/2006,52.55,-1.533333
2009-01-09 19:52:00,portsmouth (uk/england),,gb,light,600,10+ minutes,Strange Flashing light out over the English Channel,1/10/2009,50.7967,-1.083333
2010-01-09 17:38:00,oxfordshire (uk/england),,gb,fireball,30,30 seconds,A large orange ball of fire appeared in the sky from nowhere travelled horizontally and then faded.,2/14/2010,51.782296,-1.314047
2013-01-09 18:20:00,borehamwood (uk/england),,gb,circle,60,~1 minute,Circle of blinking white lights.,2/4/2013,51.65,-0.266667
2013-01-09 23:43:00,clackmannanshire (forth valley) (uk/scotland),,gb,oval,3600,1 hour,I have pictures of aliens please read&#44 help needed.,2/4/2013,56.166667,-3.75
2014-01-09 21:20:00,london (uk/england),,gb,changing,5,<5 seconds,Three points of light in the formation of a triangle moving very swiftly across the sky&#44 it rotated (or appeared to spin) once.,1/10/2014,51.514125,-0.093689
2005-02-11 00:00:00,arbroath (uk/scotland),,gb,circle,600,10 minutes,white lighted circular craft that moved at speed and was behind clouds,10/11/2005,56.55,-2.583333
2008-02-10 02:00:00,maidenhead (uk/england),,gb,light,3600,1 hour,((HOAX??))  Synchronized red lights,2/14/2008,51.516667,-0.7
2008-02-10 12:35:00,london (uk/england),,gb,circle,360,5 - 6 minutes,Silver bright obect over Heathrow,2/14/2008,51.514125,-0.093689
2009-02-10 18:22:00,barnet (uk/england),,gb,triangle,420,5 - 7  minutes,Square then triangular formation of lights North of London 10th. February 2009,3/19/2009,51.65,-0.2
2009-02-10 19:20:00,gwent (uk/wales),,gb,circle,600,10 mins,red light in the sky,3/19/2009,51.666667,-3.0
2009-02-10 20:00:00,liverpool (uk/england),,gb,circle,480,8mins,4 lights moving slowly in formation,3/19/2009,53.416667,-3.0
2009-02-10 21:50:00,birmingham (uk/england),,gb,fireball,300,5 minutes,Three Orange/Red bright lights. Two together orbiting each other. the other some distance away.,3/19/2009,52.466667,-1.916667
2010-02-10 19:45:00,sunderland (uk/england),,gb,flash,600,10 minutes,red light over wearside veiwed from houghton - le - spring,4/13/2010,54.911944,-1.383333
2012-02-10 19:52:00,burgess hill (uk/england),,gb,cone,10,10 seconds,I and my wife and child..age 14 witnessed two arrow shaped objects within a 2 minns apart of each other traveling at great speed across,2/10/2012,50.966667,-0.13333299999999998
2014-02-10 21:30:00,christchurch (uk/england),,gb,other,172800,2 days,((HOAX??)) UFO&#39s activity over two days caught on still image camera (not man made craft checked all databases).,2/21/2014,51.6,-2.95
2001-02-11 22:30:00,st. albans (uk/england),,gb,formation,300,5 minutes,One bright flare-like light with 3 pinpoint lights moving towards it,3/6/2001,51.75,-0.333333
2008-02-11 18:30:00,wolverhampton (uk/england),,gb,light,60,1 minute (roughly),4 red lights&#44 rectangle&#44 flying slowly west to east over Wolverhampton,2/14/2008,52.583333,-2.1333330000000004
2012-02-11 21:05:00,london (uk/england),,gb,circle,300,5 minutes,Sighting in Hornchurch&#44 Essex&#44 United Kingdom.  Round object with lights all around moving in sky not ascending or decending but after,11/4/2012,51.514125,-0.093689
1997-02-01 18:30:00,sunderland (uk/england),,gb,light,900,15 mins,Two lights seen in Sunderland,8/5/2001,54.911944,-1.383333
2003-02-01 18:00:00,doncaster (uk/england),,gb,fireball,1090,18:10,red fire ball free falling and disaperd,3/21/2003,53.533333,-1.116667
2007-02-01 17:30:00,london (uk/england),,gb,circle,300,5mins,Multiple orange blobs floating with a white plane following.,2/1/2007,51.514125,-0.093689
2001-02-12 18:30:00,glasgow (uk/scotland),,gb,disk,180,3 mins,weirdest thing we have ever seen certainly not an aircraft,3/6/2001,55.833333,-4.25
2003-02-12 02:30:00,slough (uk/england),,gb,light,600,6-10 mins,Orb of light Observed,3/4/2003,51.5,-0.583333
2004-02-12 00:43:00,newcastle upon tyne (uk/england),,gb,cigar,25,25 seconds,As me and two of my friends were standing on the bridge we were looking up towards the sky when all of a sudden long shaped craft apper,3/2/2004,54.988056,-1.619444
2005-02-12 08:30:00,london (uk/england),,gb,cigar,5,5 seconds,Sighting of glowing object above clouds.,2/22/2005,51.514125,-0.093689
2006-02-12 19:30:00,kingston upon hull (uk/england),,gb,unknown,30,30 sec,((HOAX)) RAF CHASES SINGLE RED LIGHT,5/15/2006,53.716667,-0.333333
2008-02-12 11:20:00,luton (uk/england),,gb,light,900,15 mins,small bright star like object hovering in the sky,2/14/2008,51.883333,-0.416667
2012-02-12 00:30:00,larkhall (uk/scotland),,gb,circle,300,5 mins,Balls of fire in sky,3/13/2012,55.733333,-3.9666669999999997
2004-02-13 03:00:00,chelmsford (uk/england),,gb,oval,600,10 minutes,5 craft hovered in triangle formation and interupted all radio signals and vanished.,3/2/2004,51.733333,0.483333
2010-02-13 00:00:00,london (uk/england),,gb,light,120,2minutes,9 light formation with 1 trailing .....moving southeast over london uk &#44&#44&#44 no noise just 9 flame like glowing light formation . moving,2/14/2010,51.514125,-0.093689
2010-02-13 19:30:00,watford (hertfordshire) (uk/england),,gb,fireball,180,3 mins,object was red and orange and looked to be on fire,2/14/2010,52.3,-1.116667
2010-02-13 23:55:00,coggeshall (uk/england),,gb,light,180,3 minutes,Bright Orange light that slowly faded,2/14/2010,51.866667,0.683333
2000-02-14 15:34:00,todmorden (uk/england),,gb,light,60,1 minute,a small ball of light or a highly reflective surface was following an aircraft&#44 i looked up and saw a plane with a smoke trail flying h,2/18/2001,53.716667,-2.083333
2002-02-14 02:00:00,bradford (uk/england),,gb,flash,3600,1 hour,we saw flashing lights in the sky,7/26/2002,51.0,-3.183333
2002-02-14 22:36:00,stroud (uk/england),,gb,disk,300,5min,Blue Saucer-shaped with white&#44 yellow&#44 and orange ext lights appeared and seemed to be searching over a lake&#44 then left.,8/1/2003,51.75,-2.2
2004-02-14 21:00:00,glasgow (uk/scotland),,gb,circle,120,2 mins,3 fast objects fly over glasgow (scotland),3/17/2004,55.833333,-4.25
2006-02-14 19:28:00,lancashire (uk/england),,gb,sphere,120,2 minutes,Bright orange light with flame behind it flying across the sky,3/11/2006,53.888996,-2.633778
2009-02-14 21:48:00,grimsby (uk/england),,gb,fireball,300,5 minutes,Orange light viewed from open window&#44 object came back on itself&#44 stopped and then went away at speed with no noise or change of light.,3/19/2009,53.533333,-0.05
1955-02-15 21:55:00,welwyn garden city (uk/england),,gb,fireball,1200,20 mins,2 orange lights like fireball stayed together quit low for 10 mins then one shot off so fast i could not beleive it,2/14/2010,51.8,-0.2
1996-02-15 19:30:00,glasgow (uk/scotland),,gb,circle,600,10minuites,FEB 1996 SHAPE ROUND COLOUR BLACK SIGHTED CALDERBANK SCOTLAND,5/15/2006,55.833333,-4.25
2003-02-15 07:45:00,leicester (uk/england),,gb,light,10,10 secs,looked up to see a lit up patch in the sky. An almost giant plane (football pitch size) went through the gap where the light was. my fr,3/4/2003,52.664913,-1.034894
2003-02-15 20:30:00,birmingham (uk/england),,gb,flash,7200,120 mins,My sister Kate and her family were looking out of a window in the family home at what they thought was a particularly bright star in th,2/25/2003,52.466667,-1.916667
2009-02-15 18:15:00,bedford (uk/england),,gb,light,240,4mins,7 Red lights changing to red 3 stationary in triangle formation&#44others moving east&#44,3/19/2009,52.133333,-0.45
2009-02-15 20:00:00,penzance (cornwall) (uk/england),,gb,circle,300,5 minutes,Constant  Orange light over Fishing Village of Newlyn&#44 Cornwall&#44 England. No Navigation lights or engine noise.,3/19/2009,50.113611,-5.547778
2009-02-15 20:00:00,stafford (uk/england),,gb,disk,145,2 mins 25 secs,Same 3 ufo&#39s appear again and may have been experimenting on local animals. 500 Lights On Object0: Yes,3/19/2009,52.833333,-2.0
2000-02-16 22:00:00,glasgow (ayrshire) (uk/scotland),,gb,light,120,2 min.,4 lights in the sky stopping from high speed to 0 then moving across the sky eraticly no sound.,11/28/2007,55.833333,-4.25
2001-02-16 18:20:00,nottingham (uk/england),,gb,light,2400,approx 40 minutes,Strange pairs of lights seen at night over Nottingham&#44 England&#44 UK.,2/24/2001,52.966667,-1.166667
